timestep_0_feature_0,timestep_0_feature_1,timestep_0_feature_2,timestep_0_feature_3,timestep_0_feature_4,timestep_0_feature_5,timestep_0_feature_6,timestep_0_feature_7,timestep_0_feature_8,timestep_0_feature_9,timestep_1_feature_0,timestep_1_feature_1,timestep_1_feature_2,timestep_1_feature_3,timestep_1_feature_4,timestep_1_feature_5,timestep_1_feature_6,timestep_1_feature_7,timestep_1_feature_8,timestep_1_feature_9,timestep_2_feature_0,timestep_2_feature_1,timestep_2_feature_2,timestep_2_feature_3,timestep_2_feature_4,timestep_2_feature_5,timestep_2_feature_6,timestep_2_feature_7,timestep_2_feature_8,timestep_2_feature_9,timestep_3_feature_0,timestep_3_feature_1,timestep_3_feature_2,timestep_3_feature_3,timestep_3_feature_4,timestep_3_feature_5,timestep_3_feature_6,timestep_3_feature_7,timestep_3_feature_8,timestep_3_feature_9,timestep_4_feature_0,timestep_4_feature_1,timestep_4_feature_2,timestep_4_feature_3,timestep_4_feature_4,timestep_4_feature_5,timestep_4_feature_6,timestep_4_feature_7,timestep_4_feature_8,timestep_4_feature_9,label,timestamp_date,timestamp_time,capture_duration
1086.0,0.0,128.0,6.0,63235.0,443.0,252.0,1032.0,149.0,51.0,1446.0,0.0,128.0,6.0,63235.0,443.0,252.0,1392.0,149.0,51.0,1446.0,0.0,128.0,6.0,63235.0,443.0,252.0,1392.0,149.0,51.0,225.0,0.0,128.0,6.0,63235.0,443.0,252.0,171.0,149.0,51.0,225.0,0.0,128.0,6.0,63235.0,443.0,252.0,171.0,149.0,51.0,Web download,20241029,202924,4
1446.0,0.0,128.0,6.0,63235.0,443.0,252.0,1392.0,149.0,51.0,1446.0,0.0,128.0,6.0,63235.0,443.0,252.0,1392.0,149.0,51.0,225.0,0.0,128.0,6.0,63235.0,443.0,252.0,171.0,149.0,51.0,225.0,0.0,128.0,6.0,63235.0,443.0,252.0,171.0,149.0,51.0,919.0,0.0,128.0,6.0,63235.0,443.0,252.0,865.0,149.0,51.0,Web download,20241029,202924,4
1446.0,0.0,128.0,6.0,63235.0,443.0,252.0,1392.0,149.0,51.0,225.0,0.0,128.0,6.0,63235.0,443.0,252.0,171.0,149.0,51.0,225.0,0.0,128.0,6.0,63235.0,443.0,252.0,171.0,149.0,51.0,919.0,0.0,128.0,6.0,63235.0,443.0,252.0,865.0,149.0,51.0,919.0,0.0,128.0,6.0,63235.0,443.0,252.0,865.0,149.0,51.0,Web download,20241029,202924,4
225.0,0.0,128.0,6.0,63235.0,443.0,252.0,171.0,149.0,51.0,225.0,0.0,128.0,6.0,63235.0,443.0,252.0,171.0,149.0,51.0,919.0,0.0,128.0,6.0,63235.0,443.0,252.0,865.0,149.0,51.0,919.0,0.0,128.0,6.0,63235.0,443.0,252.0,865.0,149.0,51.0,1104.0,0.0,128.0,6.0,63235.0,443.0,252.0,1050.0,149.0,51.0,Web download,20241029,202924,4
225.0,0.0,128.0,6.0,63235.0,443.0,252.0,171.0,149.0,51.0,919.0,0.0,128.0,6.0,63235.0,443.0,252.0,865.0,149.0,51.0,919.0,0.0,128.0,6.0,63235.0,443.0,252.0,865.0,149.0,51.0,1104.0,0.0,128.0,6.0,63235.0,443.0,252.0,1050.0,149.0,51.0,1104.0,0.0,128.0,6.0,63235.0,443.0,252.0,1050.0,149.0,51.0,Web download,20241029,202924,4
919.0,0.0,128.0,6.0,63235.0,443.0,252.0,865.0,149.0,51.0,919.0,0.0,128.0,6.0,63235.0,443.0,252.0,865.0,149.0,51.0,1104.0,0.0,128.0,6.0,63235.0,443.0,252.0,1050.0,149.0,51.0,1104.0,0.0,128.0,6.0,63235.0,443.0,252.0,1050.0,149.0,51.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
919.0,0.0,128.0,6.0,63235.0,443.0,252.0,865.0,149.0,51.0,1104.0,0.0,128.0,6.0,63235.0,443.0,252.0,1050.0,149.0,51.0,1104.0,0.0,128.0,6.0,63235.0,443.0,252.0,1050.0,149.0,51.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
1104.0,0.0,128.0,6.0,63235.0,443.0,252.0,1050.0,149.0,51.0,1104.0,0.0,128.0,6.0,63235.0,443.0,252.0,1050.0,149.0,51.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
1104.0,0.0,128.0,6.0,63235.0,443.0,252.0,1050.0,149.0,51.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,1126.0,0.0,128.0,6.0,63235.0,443.0,252.0,1072.0,149.0,51.0,Web download,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,1126.0,0.0,128.0,6.0,63235.0,443.0,252.0,1072.0,149.0,51.0,1126.0,0.0,128.0,6.0,63235.0,443.0,252.0,1072.0,149.0,51.0,Web download,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,1126.0,0.0,128.0,6.0,63235.0,443.0,252.0,1072.0,149.0,51.0,1126.0,0.0,128.0,6.0,63235.0,443.0,252.0,1072.0,149.0,51.0,1338.0,0.0,128.0,6.0,63235.0,443.0,252.0,1284.0,149.0,51.0,Web download,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,1126.0,0.0,128.0,6.0,63235.0,443.0,252.0,1072.0,149.0,51.0,1126.0,0.0,128.0,6.0,63235.0,443.0,252.0,1072.0,149.0,51.0,1338.0,0.0,128.0,6.0,63235.0,443.0,252.0,1284.0,149.0,51.0,1338.0,0.0,128.0,6.0,63235.0,443.0,252.0,1284.0,149.0,51.0,Web download,20241029,202924,4
1126.0,0.0,128.0,6.0,63235.0,443.0,252.0,1072.0,149.0,51.0,1126.0,0.0,128.0,6.0,63235.0,443.0,252.0,1072.0,149.0,51.0,1338.0,0.0,128.0,6.0,63235.0,443.0,252.0,1284.0,149.0,51.0,1338.0,0.0,128.0,6.0,63235.0,443.0,252.0,1284.0,149.0,51.0,2567.0,0.0,128.0,6.0,63235.0,443.0,252.0,2513.0,149.0,51.0,Web download,20241029,202924,4
1126.0,0.0,128.0,6.0,63235.0,443.0,252.0,1072.0,149.0,51.0,1338.0,0.0,128.0,6.0,63235.0,443.0,252.0,1284.0,149.0,51.0,1338.0,0.0,128.0,6.0,63235.0,443.0,252.0,1284.0,149.0,51.0,2567.0,0.0,128.0,6.0,63235.0,443.0,252.0,2513.0,149.0,51.0,2567.0,0.0,128.0,6.0,63235.0,443.0,252.0,2513.0,149.0,51.0,Web download,20241029,202924,4
1338.0,0.0,128.0,6.0,63235.0,443.0,252.0,1284.0,149.0,51.0,1338.0,0.0,128.0,6.0,63235.0,443.0,252.0,1284.0,149.0,51.0,2567.0,0.0,128.0,6.0,63235.0,443.0,252.0,2513.0,149.0,51.0,2567.0,0.0,128.0,6.0,63235.0,443.0,252.0,2513.0,149.0,51.0,125.0,0.0,128.0,6.0,63235.0,443.0,252.0,71.0,149.0,51.0,Web download,20241029,202924,4
1338.0,0.0,128.0,6.0,63235.0,443.0,252.0,1284.0,149.0,51.0,2567.0,0.0,128.0,6.0,63235.0,443.0,252.0,2513.0,149.0,51.0,2567.0,0.0,128.0,6.0,63235.0,443.0,252.0,2513.0,149.0,51.0,125.0,0.0,128.0,6.0,63235.0,443.0,252.0,71.0,149.0,51.0,125.0,0.0,128.0,6.0,63235.0,443.0,252.0,71.0,149.0,51.0,Web download,20241029,202924,4
2567.0,0.0,128.0,6.0,63235.0,443.0,252.0,2513.0,149.0,51.0,2567.0,0.0,128.0,6.0,63235.0,443.0,252.0,2513.0,149.0,51.0,125.0,0.0,128.0,6.0,63235.0,443.0,252.0,71.0,149.0,51.0,125.0,0.0,128.0,6.0,63235.0,443.0,252.0,71.0,149.0,51.0,1341.0,0.0,128.0,6.0,63235.0,443.0,252.0,1287.0,149.0,51.0,Web download,20241029,202924,4
2567.0,0.0,128.0,6.0,63235.0,443.0,252.0,2513.0,149.0,51.0,125.0,0.0,128.0,6.0,63235.0,443.0,252.0,71.0,149.0,51.0,125.0,0.0,128.0,6.0,63235.0,443.0,252.0,71.0,149.0,51.0,1341.0,0.0,128.0,6.0,63235.0,443.0,252.0,1287.0,149.0,51.0,1341.0,0.0,128.0,6.0,63235.0,443.0,252.0,1287.0,149.0,51.0,Web download,20241029,202924,4
125.0,0.0,128.0,6.0,63235.0,443.0,252.0,71.0,149.0,51.0,125.0,0.0,128.0,6.0,63235.0,443.0,252.0,71.0,149.0,51.0,1341.0,0.0,128.0,6.0,63235.0,443.0,252.0,1287.0,149.0,51.0,1341.0,0.0,128.0,6.0,63235.0,443.0,252.0,1287.0,149.0,51.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
125.0,0.0,128.0,6.0,63235.0,443.0,252.0,71.0,149.0,51.0,1341.0,0.0,128.0,6.0,63235.0,443.0,252.0,1287.0,149.0,51.0,1341.0,0.0,128.0,6.0,63235.0,443.0,252.0,1287.0,149.0,51.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
1341.0,0.0,128.0,6.0,63235.0,443.0,252.0,1287.0,149.0,51.0,1341.0,0.0,128.0,6.0,63235.0,443.0,252.0,1287.0,149.0,51.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,1092.0,0.0,128.0,6.0,63235.0,443.0,252.0,1038.0,149.0,51.0,Web download,20241029,202924,4
1341.0,0.0,128.0,6.0,63235.0,443.0,252.0,1287.0,149.0,51.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,1092.0,0.0,128.0,6.0,63235.0,443.0,252.0,1038.0,149.0,51.0,1092.0,0.0,128.0,6.0,63235.0,443.0,252.0,1038.0,149.0,51.0,Web download,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,1092.0,0.0,128.0,6.0,63235.0,443.0,252.0,1038.0,149.0,51.0,1092.0,0.0,128.0,6.0,63235.0,443.0,252.0,1038.0,149.0,51.0,2360.0,0.0,128.0,6.0,63235.0,443.0,252.0,2306.0,149.0,51.0,Web download,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,1092.0,0.0,128.0,6.0,63235.0,443.0,252.0,1038.0,149.0,51.0,1092.0,0.0,128.0,6.0,63235.0,443.0,252.0,1038.0,149.0,51.0,2360.0,0.0,128.0,6.0,63235.0,443.0,252.0,2306.0,149.0,51.0,2360.0,0.0,128.0,6.0,63235.0,443.0,252.0,2306.0,149.0,51.0,Web download,20241029,202924,4
1092.0,0.0,128.0,6.0,63235.0,443.0,252.0,1038.0,149.0,51.0,1092.0,0.0,128.0,6.0,63235.0,443.0,252.0,1038.0,149.0,51.0,2360.0,0.0,128.0,6.0,63235.0,443.0,252.0,2306.0,149.0,51.0,2360.0,0.0,128.0,6.0,63235.0,443.0,252.0,2306.0,149.0,51.0,1194.0,0.0,128.0,6.0,63235.0,443.0,252.0,1140.0,149.0,51.0,Web download,20241029,202924,4
1092.0,0.0,128.0,6.0,63235.0,443.0,252.0,1038.0,149.0,51.0,2360.0,0.0,128.0,6.0,63235.0,443.0,252.0,2306.0,149.0,51.0,2360.0,0.0,128.0,6.0,63235.0,443.0,252.0,2306.0,149.0,51.0,1194.0,0.0,128.0,6.0,63235.0,443.0,252.0,1140.0,149.0,51.0,1194.0,0.0,128.0,6.0,63235.0,443.0,252.0,1140.0,149.0,51.0,Web download,20241029,202924,4
2360.0,0.0,128.0,6.0,63235.0,443.0,252.0,2306.0,149.0,51.0,2360.0,0.0,128.0,6.0,63235.0,443.0,252.0,2306.0,149.0,51.0,1194.0,0.0,128.0,6.0,63235.0,443.0,252.0,1140.0,149.0,51.0,1194.0,0.0,128.0,6.0,63235.0,443.0,252.0,1140.0,149.0,51.0,823.0,0.0,128.0,6.0,63235.0,443.0,252.0,769.0,149.0,51.0,Web download,20241029,202924,4
2360.0,0.0,128.0,6.0,63235.0,443.0,252.0,2306.0,149.0,51.0,1194.0,0.0,128.0,6.0,63235.0,443.0,252.0,1140.0,149.0,51.0,1194.0,0.0,128.0,6.0,63235.0,443.0,252.0,1140.0,149.0,51.0,823.0,0.0,128.0,6.0,63235.0,443.0,252.0,769.0,149.0,51.0,823.0,0.0,128.0,6.0,63235.0,443.0,252.0,769.0,149.0,51.0,Web download,20241029,202924,4
1194.0,0.0,128.0,6.0,63235.0,443.0,252.0,1140.0,149.0,51.0,1194.0,0.0,128.0,6.0,63235.0,443.0,252.0,1140.0,149.0,51.0,823.0,0.0,128.0,6.0,63235.0,443.0,252.0,769.0,149.0,51.0,823.0,0.0,128.0,6.0,63235.0,443.0,252.0,769.0,149.0,51.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
1194.0,0.0,128.0,6.0,63235.0,443.0,252.0,1140.0,149.0,51.0,823.0,0.0,128.0,6.0,63235.0,443.0,252.0,769.0,149.0,51.0,823.0,0.0,128.0,6.0,63235.0,443.0,252.0,769.0,149.0,51.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
823.0,0.0,128.0,6.0,63235.0,443.0,252.0,769.0,149.0,51.0,823.0,0.0,128.0,6.0,63235.0,443.0,252.0,769.0,149.0,51.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,2088.0,0.0,128.0,6.0,63235.0,443.0,252.0,2034.0,149.0,51.0,Web download,20241029,202924,4
823.0,0.0,128.0,6.0,63235.0,443.0,252.0,769.0,149.0,51.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,2088.0,0.0,128.0,6.0,63235.0,443.0,252.0,2034.0,149.0,51.0,2088.0,0.0,128.0,6.0,63235.0,443.0,252.0,2034.0,149.0,51.0,Web download,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,2088.0,0.0,128.0,6.0,63235.0,443.0,252.0,2034.0,149.0,51.0,2088.0,0.0,128.0,6.0,63235.0,443.0,252.0,2034.0,149.0,51.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,2088.0,0.0,128.0,6.0,63235.0,443.0,252.0,2034.0,149.0,51.0,2088.0,0.0,128.0,6.0,63235.0,443.0,252.0,2034.0,149.0,51.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
2088.0,0.0,128.0,6.0,63235.0,443.0,252.0,2034.0,149.0,51.0,2088.0,0.0,128.0,6.0,63235.0,443.0,252.0,2034.0,149.0,51.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
2088.0,0.0,128.0,6.0,63235.0,443.0,252.0,2034.0,149.0,51.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,60.0,0.0,47.0,6.0,443.0,63235.0,141.0,6.0,51.0,149.0,Normal,20241029,202924,4
